godina,datum,lokalitet,vrsta_lat,vrsta_hr,brojnost,metoda,opazac,temperatura_C,vlaznost_pct
2020,2020-06-09,Velebit,Fringilla coelebs,Zeba,52,transekt,D.T.,15.6,53
2020,2020-06-09,Velebit,Cyanistes caeruleus,Plavetna sjenica,32,točkasta_metoda,S.B.,20.4,70
2020,2020-06-09,Velebit,Parus major,Velika sjenica,58,IPA,M.K.,17.3,59
2020,2020-06-09,Velebit,Erithacus rubecula,Crvendać,26,IPA,I.H.,21.9,54
2020,2020-06-09,Velebit,Phoenicurus ochruros,Crvenrepka,15,IPA,D.T.,21.4,63
2020,2020-06-09,Velebit,Dendrocopos major,Veliki djetlić,21,transekt,A.P.,21.4,74
2020,2020-06-09,Velebit,Turdus merula,Kos,39,točkasta_metoda,D.T.,18.8,60
2020,2020-06-09,Velebit,Corvus corax,Gavran,13,točkasta_metoda,I.H.,18.1,79
2020,2020-06-09,Velebit,Strix Uralskaensis,Uralska sova,1,IPA,A.P.,18.8,84
2020,2020-06-11,Risnjak,Cyanistes caeruleus,Plavetna sjenica,36,transekt,S.B.,18.7,57
2020,2020-06-11,Risnjak,Strix Uralskaensis,Uralska sova,3,IPA,I.H.,19.5,77
2020,2020-06-11,Risnjak,Dryocopus martius,Crna žuna,8,točkasta_metoda,I.H.,21.5,64
2020,2020-06-11,Risnjak,Fringilla coelebs,Zeba,51,IPA,S.B.,15,51
2020,2020-06-11,Risnjak,Parus major,Velika sjenica,35,točkasta_metoda,A.P.,19.3,56
2020,2020-06-11,Risnjak,Turdus merula,Kos,41,transekt,A.P.,18.6,53
2020,2020-06-11,Risnjak,Aquila chrysaetos,Suri orao,3,IPA,A.P.,15.8,60
2020,2020-06-11,Risnjak,Corvus corax,Gavran,5,točkasta_metoda,A.P.,20.8,51
2020,2020-06-11,Risnjak,Accipiter gentilis,Jastreb kokošar,5,transekt,D.T.,14.3,72
2020,2020-06-11,Risnjak,Sitta europaea,Brgljez,22,transekt,I.H.,20.8,65
2020,2020-06-11,Risnjak,Erithacus rubecula,Crvendać,31,transekt,A.P.,18.9,81
2020,2020-06-11,Risnjak,Buteo buteo,Škanjac,6,IPA,D.T.,22.3,79
2020,2020-06-15,Plitvice,Strix Uralskaensis,Uralska sova,2,točkasta_metoda,D.T.,17.9,54
2020,2020-06-15,Plitvice,Erithacus rubecula,Crvendać,26,točkasta_metoda,S.B.,16.9,68
2020,2020-06-15,Plitvice,Dendrocopos major,Veliki djetlić,21,IPA,D.T.,20.5,65
2020,2020-06-15,Plitvice,Dryocopus martius,Crna žuna,8,transekt,D.T.,25.9,50
2020,2020-06-15,Plitvice,Buteo buteo,Škanjac,6,transekt,D.T.,16,69
2020,2020-06-15,Plitvice,Fringilla coelebs,Zeba,46,točkasta_metoda,A.P.,18.9,53
2020,2020-06-15,Plitvice,Sitta europaea,Brgljez,21,točkasta_metoda,S.B.,22.5,67
2020,2020-06-15,Plitvice,Accipiter gentilis,Jastreb kokošar,10,IPA,I.H.,16.4,79
2020,2020-06-15,Plitvice,Alcedo atthis,Vodomar,10,transekt,I.H.,15.4,76
2020,2020-06-18,Plitvice,Turdus merula,Kos,42,točkasta_metoda,S.B.,19.2,56
2020,2020-06-18,Plitvice,Phoenicurus ochruros,Crvenrepka,9,IPA,D.T.,22.6,59
2020,2020-06-18,Plitvice,Buteo buteo,Škanjac,8,točkasta_metoda,I.H.,21.2,54
2020,2020-06-18,Plitvice,Accipiter gentilis,Jastreb kokošar,5,točkasta_metoda,M.K.,19.2,70
2020,2020-06-18,Plitvice,Aquila chrysaetos,Suri orao,4,IPA,M.K.,19.8,62
2020,2020-06-18,Plitvice,Anas platyrhynchos,Divlja patka,57,IPA,S.B.,15.9,65
2020,2020-06-18,Plitvice,Fringilla coelebs,Zeba,50,točkasta_metoda,S.B.,13.1,58
2020,2020-06-18,Plitvice,Parus major,Velika sjenica,35,točkasta_metoda,D.T.,19.9,60
2020,2020-06-18,Plitvice,Cyanistes caeruleus,Plavetna sjenica,28,točkasta_metoda,A.P.,21.4,66
2020,2020-06-23,Velebit,Cyanistes caeruleus,Plavetna sjenica,38,točkasta_metoda,M.K.,19.7,64
2020,2020-06-23,Velebit,Dendrocopos major,Veliki djetlić,11,točkasta_metoda,I.H.,23.2,60
2020,2020-06-23,Velebit,Erithacus rubecula,Crvendać,29,IPA,S.B.,17.1,72
2020,2020-06-23,Velebit,Phoenicurus ochruros,Crvenrepka,13,transekt,A.P.,21.3,82
2020,2020-06-23,Velebit,Sitta europaea,Brgljez,17,transekt,S.B.,22.7,62
2020,2020-06-23,Velebit,Corvus corax,Gavran,7,transekt,S.B.,14.5,63
2020,2020-06-23,Velebit,Buteo buteo,Škanjac,9,IPA,M.K.,15,84
2020,2020-06-23,Velebit,Turdus merula,Kos,26,točkasta_metoda,M.K.,19.2,76
2020,2020-06-26,Plitvice,Picus viridis,Zelena žuna,14,točkasta_metoda,A.P.,18.4,78
2020,2020-06-26,Plitvice,Fringilla coelebs,Zeba,40,transekt,M.K.,16.4,76
2020,2020-06-26,Plitvice,Erithacus rubecula,Crvendać,26,transekt,S.B.,22.6,69
2020,2020-06-26,Plitvice,Dendrocopos major,Veliki djetlić,15,transekt,M.K.,17.2,55
2020,2020-06-26,Plitvice,Turdus merula,Kos,33,točkasta_metoda,S.B.,24.2,81
2020,2020-06-26,Plitvice,Alcedo atthis,Vodomar,6,IPA,A.P.,17.8,72
2020,2020-06-26,Plitvice,Anas platyrhynchos,Divlja patka,40,transekt,A.P.,19.5,67
2020,2020-06-26,Plitvice,Buteo buteo,Škanjac,10,točkasta_metoda,M.K.,16.5,52
2020,2020-06-26,Plitvice,Dryocopus martius,Crna žuna,8,transekt,S.B.,18.8,71
2020,2020-06-26,Plitvice,Sitta europaea,Brgljez,29,točkasta_metoda,I.H.,18.6,65
2020,2020-06-26,Plitvice,Phoenicurus ochruros,Crvenrepka,14,IPA,A.P.,18.3,79
2020,2020-07-01,Risnjak,Corvus corax,Gavran,7,transekt,I.H.,21.3,71
2020,2020-07-01,Risnjak,Sitta europaea,Brgljez,16,IPA,M.K.,23.4,82
2020,2020-07-01,Risnjak,Dryocopus martius,Crna žuna,5,transekt,A.P.,22.1,53
2020,2020-07-01,Risnjak,Tetrao urogallus,Tetrijeb,4,IPA,M.K.,18.3,60
2020,2020-07-01,Risnjak,Aquila chrysaetos,Suri orao,3,transekt,I.H.,17.7,73
2020,2020-07-01,Risnjak,Fringilla coelebs,Zeba,43,točkasta_metoda,I.H.,28.4,58
2020,2020-07-01,Risnjak,Strix Uralskaensis,Uralska sova,1,transekt,M.K.,18.8,67
2020,2020-07-01,Risnjak,Turdus merula,Kos,23,točkasta_metoda,S.B.,20.9,77
2020,2020-07-03,Risnjak,Accipiter gentilis,Jastreb kokošar,6,IPA,M.K.,20.3,56
2020,2020-07-03,Risnjak,Erithacus rubecula,Crvendać,17,transekt,M.K.,22.4,76
2020,2020-07-03,Risnjak,Cyanistes caeruleus,Plavetna sjenica,25,transekt,M.K.,23,59
2020,2020-07-03,Risnjak,Dendrocopos major,Veliki djetlić,13,točkasta_metoda,M.K.,21.9,85
2020,2020-07-03,Risnjak,Phoenicurus ochruros,Crvenrepka,8,transekt,I.H.,21.8,
2020,2020-07-03,Risnjak,Fringilla coelebs,Zeba,45,transekt,D.T.,19.9,80
2020,2020-07-03,Risnjak,Turdus merula,Kos,29,transekt,D.T.,16.3,54
2020,2020-07-03,Risnjak,Tetrao urogallus,Tetrijeb,1,točkasta_metoda,M.K.,22,74
2020,2020-07-07,Risnjak,Parus major,Velika sjenica,28,IPA,M.K.,16.5,51
2020,2020-07-07,Risnjak,Erithacus rubecula,Crvendać,24,točkasta_metoda,A.P.,22.3,81
2020,2020-07-07,Risnjak,Buteo buteo,Škanjac,11,točkasta_metoda,A.P.,17.9,54
2020,2020-07-07,Risnjak,Sitta europaea,Brgljez,16,točkasta_metoda,S.B.,22.9,60
2020,2020-07-07,Risnjak,Phoenicurus ochruros,Crvenrepka,5,transekt,I.H.,,83
2020,2020-07-07,Risnjak,Dendrocopos major,Veliki djetlić,17,transekt,S.B.,22.5,65
2020,2020-07-09,Risnjak,Fringilla coelebs,Zeba,42,transekt,S.B.,21.4,58
2020,2020-07-09,Risnjak,Picus viridis,Zelena žuna,6,točkasta_metoda,A.P.,27.9,84
2020,2020-07-09,Risnjak,Cyanistes caeruleus,Plavetna sjenica,20,IPA,S.B.,18,79
2020,2020-07-09,Risnjak,Turdus merula,Kos,18,točkasta_metoda,S.B.,21.9,69
2020,2020-07-09,Risnjak,Dryocopus martius,Crna žuna,4,točkasta_metoda,I.H.,21.4,73
2020,2020-07-09,Risnjak,Corvus corax,Gavran,4,transekt,S.B.,21.5,59
2020,2020-07-09,Risnjak,Dendrocopos major,Veliki djetlić,18,IPA,M.K.,18.9,80
2020,2020-07-10,Velebit,Erithacus rubecula,Crvendać,16,transekt,M.K.,23.3,84
2020,2020-07-10,Velebit,Cyanistes caeruleus,Plavetna sjenica,23,točkasta_metoda,M.K.,16.6,53
2020,2020-07-10,Velebit,Parus major,Velika sjenica,38,IPA,I.H.,21.1,72
2020,2020-07-10,Velebit,Tetrao urogallus,Tetrijeb,1,transekt,A.P.,18.1,84
2020,2020-07-10,Velebit,Strix Uralskaensis,Uralska sova,3,IPA,A.P.,22.5,80
2020,2020-07-11,Plitvice,Cyanistes caeruleus,Plavetna sjenica,18,transekt,I.H.,17.6,60
2020,2020-07-11,Plitvice,Turdus merula,Kos,36,točkasta_metoda,D.T.,23.6,79
2020,2020-07-11,Plitvice,Dendrocopos major,Veliki djetlić,12,točkasta_metoda,A.P.,19.9,55
2020,2020-07-11,Plitvice,Parus major,Velika sjenica,18,transekt,A.P.,11.9,76
2020,2020-07-11,Plitvice,Aquila chrysaetos,Suri orao,2,transekt,I.H.,20,71
2020,2020-07-11,Plitvice,Anas platyrhynchos,Divlja patka,24,točkasta_metoda,I.H.,21.6,52
2020,2020-07-14,Risnjak,Cyanistes caeruleus,Plavetna sjenica,25,transekt,A.P.,21.2,80
2020,2020-07-14,Risnjak,Turdus merula,Kos,32,točkasta_metoda,I.H.,22,74
2020,2020-07-14,Risnjak,Fringilla coelebs,Zeba,34,IPA,A.P.,23.1,56
2020,2020-07-14,Risnjak,Parus major,Velika sjenica,22,točkasta_metoda,D.T.,18.4,79
2020,2020-07-14,Risnjak,Sitta europaea,Brgljez,20,IPA,M.K.,22,50
2020,2020-07-14,Risnjak,Strix Uralskaensis,Uralska sova,3,točkasta_metoda,D.T.,22.4,77
2020,2020-07-14,Risnjak,Picus viridis,Zelena žuna,7,IPA,S.B.,27,74
2020,2020-07-16,Velebit,Picus viridis,Zelena žuna,4,točkasta_metoda,I.H.,15.9,70
2020,2020-07-16,Velebit,Accipiter gentilis,Jastreb kokošar,4,IPA,D.T.,17.9,76
2020,2020-07-16,Velebit,Dryocopus martius,Crna žuna,7,transekt,I.H.,20.1,71
2020,2020-07-16,Velebit,Erithacus rubecula,Crvendać,18,točkasta_metoda,A.P.,22.9,53
2020,2020-07-16,Velebit,Fringilla coelebs,Zeba,38,IPA,I.H.,17.6,59
2020,2020-07-18,Velebit,Dendrocopos major,Veliki djetlić,14,transekt,S.B.,24.8,76
2020,2020-07-18,Velebit,Tetrao urogallus,Tetrijeb,1,IPA,S.B.,22.5,63
2020,2020-07-18,Velebit,Buteo buteo,Škanjac,10,točkasta_metoda,I.H.,18.7,65
2020,2020-07-18,Velebit,Cyanistes caeruleus,Plavetna sjenica,15,točkasta_metoda,D.T.,25.7,51
2020,2020-07-18,Velebit,Erithacus rubecula,Crvendać,14,IPA,I.H.,20.5,82
2020,2020-07-18,Velebit,Turdus merula,Kos,18,IPA,D.T.,18.4,64
2020,2020-07-18,Velebit,Accipiter gentilis,Jastreb kokošar,1,transekt,A.P.,22.9,78
2020,2020-07-18,Velebit,Corvus corax,Gavran,6,transekt,I.H.,21.5,68
2020,2020-07-20,Plitvice,Buteo buteo,Škanjac,5,transekt,S.B.,20.9,52
2020,2020-07-20,Plitvice,Parus major,Velika sjenica,36,transekt,M.K.,13.2,62
2020,2020-07-20,Plitvice,Tetrao urogallus,Tetrijeb,1,IPA,D.T.,23.2,73
2020,2020-07-20,Plitvice,Anas platyrhynchos,Divlja patka,43,IPA,S.B.,15.8,76
2020,2020-07-20,Plitvice,Dendrocopos major,Veliki djetlić,13,IPA,D.T.,18.9,70
2020,2020-07-22,Plitvice,Sitta europaea,Brgljez,20,točkasta_metoda,S.B.,17.5,80
2020,2020-07-22,Plitvice,Alcedo atthis,Vodomar,5,točkasta_metoda,S.B.,20.7,66
2020,2020-07-22,Plitvice,Erithacus rubecula,Crvendać,18,transekt,S.B.,19.2,64
2020,2020-07-22,Plitvice,Cyanistes caeruleus,Plavetna sjenica,20,transekt,M.K.,26.5,52
2020,2020-07-22,Plitvice,Strix Uralskaensis,Uralska sova,3,IPA,I.H.,18.6,59
2020,2020-07-22,Plitvice,Dryocopus martius,Crna žuna,3,transekt,M.K.,22.3,81
2020,2020-07-22,Plitvice,Tetrao urogallus,Tetrijeb,5,transekt,M.K.,23.1,69
2020,2020-07-22,Plitvice,Parus major,Velika sjenica,26,točkasta_metoda,D.T.,20.3,73
2020,2020-07-22,Velebit,Sitta europaea,Brgljez,12,IPA,S.B.,22.6,81
2020,2020-07-22,Velebit,Parus major,Velika sjenica,22,IPA,A.P.,20.5,69
2020,2020-07-22,Velebit,Fringilla coelebs,Zeba,33,IPA,S.B.,21.8,79
2020,2020-07-22,Velebit,Phoenicurus ochruros,Crvenrepka,9,točkasta_metoda,S.B.,23,56
2020,2020-07-22,Velebit,Picus viridis,Zelena žuna,3,točkasta_metoda,I.H.,20.8,56
2020,2020-07-22,Velebit,Corvus corax,Gavran,1,IPA,S.B.,25.7,56
2021,2021-03-03,Risnjak,Fringilla coelebs,Zeba,32,točkasta_metoda,S.B.,9.7,69
2021,2021-03-03,Risnjak,Dendrocopos major,Veliki djetlić,15,točkasta_metoda,I.H.,8.9,56
2021,2021-03-03,Risnjak,Parus major,Velika sjenica,30,IPA,M.K.,15.5,69
2021,2021-03-03,Risnjak,Accipiter gentilis,Jastreb kokošar,1,IPA,D.T.,17.3,62
2021,2021-03-03,Risnjak,Sitta europaea,Brgljez,10,transekt,A.P.,13.1,81
2021,2021-03-03,Risnjak,Turdus merula,Kos,21,točkasta_metoda,I.H.,10.6,65
2021,2021-03-03,Risnjak,Buteo buteo,Škanjac,2,IPA,M.K.,22.4,72
2021,2021-03-03,Risnjak,Cyanistes caeruleus,Plavetna sjenica,24,IPA,S.B.,11.2,50
2021,2021-03-03,Risnjak,Tetrao urogallus,Tetrijeb,8,IPA,S.B.,13.8,56
2021,2021-03-06,Velebit,Buteo buteo,Škanjac,5,točkasta_metoda,M.K.,,57
2021,2021-03-06,Velebit,Turdus merula,Kos,23,točkasta_metoda,A.P.,11.3,60
2021,2021-03-06,Velebit,Erithacus rubecula,Crvendać,13,IPA,S.B.,14.9,64
2021,2021-03-06,Velebit,Dendrocopos major,Veliki djetlić,12,točkasta_metoda,A.P.,10.6,84
2021,2021-03-06,Velebit,Fringilla coelebs,Zeba,26,transekt,I.H.,9.7,61
2021,2021-03-06,Velebit,Aquila chrysaetos,Suri orao,2,točkasta_metoda,M.K.,16,80
2021,2021-03-11,Risnjak,Fringilla coelebs,Zeba,28,IPA,A.P.,18.8,81
2021,2021-03-11,Risnjak,Cyanistes caeruleus,Plavetna sjenica,16,transekt,A.P.,12.7,63
2021,2021-03-11,Risnjak,Accipiter gentilis,Jastreb kokošar,6,točkasta_metoda,A.P.,15.1,63
2021,2021-03-11,Risnjak,Parus major,Velika sjenica,16,transekt,M.K.,19.8,73
2021,2021-03-11,Risnjak,Phoenicurus ochruros,Crvenrepka,7,IPA,D.T.,13.7,78
2021,2021-03-11,Risnjak,Picus viridis,Zelena žuna,7,transekt,I.H.,17.7,76
2021,2021-03-11,Velebit,Parus major,Velika sjenica,25,IPA,A.P.,15.7,71
2021,2021-03-11,Velebit,Erithacus rubecula,Crvendać,21,IPA,A.P.,15.8,60
2021,2021-03-11,Velebit,Buteo buteo,Škanjac,7,IPA,M.K.,19.2,58
2021,2021-03-11,Velebit,Aquila chrysaetos,Suri orao,1,transekt,D.T.,8.4,59
2021,2021-03-11,Velebit,Cyanistes caeruleus,Plavetna sjenica,18,točkasta_metoda,S.B.,14.6,82
2021,2021-03-11,Velebit,Fringilla coelebs,Zeba,39,točkasta_metoda,S.B.,15.2,78
2021,2021-03-11,Velebit,Tetrao urogallus,Tetrijeb,4,IPA,M.K.,13.5,70
2021,2021-03-11,Velebit,Sitta europaea,Brgljez,15,IPA,S.B.,12.9,72
2021,2021-03-11,Velebit,Phoenicurus ochruros,Crvenrepka,6,IPA,D.T.,14.6,55
2021,2021-03-14,Risnjak,Dryocopus martius,Crna žuna,9,transekt,D.T.,19.1,57
2021,2021-03-14,Risnjak,Dendrocopos major,Veliki djetlić,12,točkasta_metoda,A.P.,13.4,82
2021,2021-03-14,Risnjak,Fringilla coelebs,Zeba,31,točkasta_metoda,A.P.,10.3,53
2021,2021-03-14,Risnjak,Erithacus rubecula,Crvendać,20,IPA,S.B.,16,78
2021,2021-03-14,Risnjak,Phoenicurus ochruros,Crvenrepka,8,transekt,M.K.,17.6,59
2021,2021-03-14,Risnjak,Cyanistes caeruleus,Plavetna sjenica,21,IPA,I.H.,16.6,57
2021,2021-03-19,Plitvice,Dendrocopos major,Veliki djetlić,12,transekt,I.H.,19.4,67
2021,2021-03-19,Plitvice,Anas platyrhynchos,Divlja patka,30,točkasta_metoda,S.B.,16.5,51
2021,2021-03-19,Plitvice,Alcedo atthis,Vodomar,9,IPA,I.H.,12.1,67
2021,2021-03-19,Plitvice,Cyanistes caeruleus,Plavetna sjenica,14,točkasta_metoda,D.T.,19.9,68
2021,2021-03-19,Plitvice,Phoenicurus ochruros,Crvenrepka,4,IPA,A.P.,10.1,70
2021,2021-03-19,Plitvice,Sitta europaea,Brgljez,23,transekt,I.H.,11.8,72
2021,2021-03-19,Plitvice,Parus major,Velika sjenica,28,transekt,D.T.,14.3,68
2021,2021-03-19,Plitvice,Erithacus rubecula,Crvendać,21,IPA,D.T.,17.3,71
2021,2021-03-19,Risnjak,Accipiter gentilis,Jastreb kokošar,2,točkasta_metoda,D.T.,16.8,70
2021,2021-03-19,Risnjak,Erithacus rubecula,Crvendać,16,IPA,D.T.,13.5,82
2021,2021-03-19,Risnjak,Parus major,Velika sjenica,35,točkasta_metoda,M.K.,16.7,70
2021,2021-03-19,Risnjak,Cyanistes caeruleus,Plavetna sjenica,13,transekt,A.P.,16.8,80
2021,2021-03-19,Risnjak,Aquila chrysaetos,Suri orao,3,transekt,A.P.,16.3,64
2021,2021-03-19,Risnjak,Tetrao urogallus,Tetrijeb,3,točkasta_metoda,S.B.,18.1,70
2021,2021-03-20,Plitvice,Fringilla coelebs,Zeba,26,IPA,A.P.,15.1,61
2021,2021-03-20,Plitvice,Cyanistes caeruleus,Plavetna sjenica,19,IPA,S.B.,20.3,53
2021,2021-03-20,Plitvice,Anas platyrhynchos,Divlja patka,21,točkasta_metoda,M.K.,10.8,68
2021,2021-03-20,Plitvice,Turdus merula,Kos,18,točkasta_metoda,S.B.,18.2,50
2021,2021-03-20,Plitvice,Dendrocopos major,Veliki djetlić,13,transekt,M.K.,13.3,78
2021,2021-03-20,Plitvice,Dryocopus martius,Crna žuna,1,transekt,D.T.,14.2,70
2021,2021-03-27,Risnjak,Parus major,Velika sjenica,27,transekt,D.T.,12.7,80
2021,2021-03-27,Risnjak,Turdus merula,Kos,27,transekt,I.H.,19.8,64
2021,2021-03-27,Risnjak,Dendrocopos major,Veliki djetlić,9,točkasta_metoda,M.K.,13,82
2021,2021-03-27,Risnjak,Aquila chrysaetos,Suri orao,1,točkasta_metoda,A.P.,16.4,71
2021,2021-03-27,Risnjak,Phoenicurus ochruros,Crvenrepka,11,transekt,I.H.,17.2,55
2021,2021-03-27,Risnjak,Buteo buteo,Škanjac,9,IPA,D.T.,16.1,74
2021,2021-03-27,Risnjak,Fringilla coelebs,Zeba,37,transekt,D.T.,18.5,84
2021,2021-03-27,Risnjak,Erithacus rubecula,Crvendać,20,IPA,M.K.,11.2,70
2021,2021-04-01,Plitvice,Phoenicurus ochruros,Crvenrepka,7,IPA,S.B.,19,74
2021,2021-04-01,Plitvice,Anas platyrhynchos,Divlja patka,25,točkasta_metoda,S.B.,13.7,64
2021,2021-04-01,Plitvice,Alcedo atthis,Vodomar,8,IPA,I.H.,19.2,55
2021,2021-04-01,Plitvice,Fringilla coelebs,Zeba,33,točkasta_metoda,D.T.,11.9,68
2021,2021-04-01,Plitvice,Parus major,Velika sjenica,26,IPA,D.T.,17.1,73
2021,2021-04-01,Plitvice,Erithacus rubecula,Crvendać,20,IPA,I.H.,11.4,57
2021,2021-04-01,Velebit,Fringilla coelebs,Zeba,44,transekt,S.B.,17.5,54
2021,2021-04-01,Velebit,Sitta europaea,Brgljez,15,transekt,S.B.,18.5,72
2021,2021-04-01,Velebit,Cyanistes caeruleus,Plavetna sjenica,19,transekt,S.B.,19.2,79
2021,2021-04-01,Velebit,Accipiter gentilis,Jastreb kokošar,8,transekt,M.K.,18.8,73
2021,2021-04-01,Velebit,Turdus merula,Kos,23,IPA,D.T.,19.2,75
2021,2021-04-01,Velebit,Strix Uralskaensis,Uralska sova,1,IPA,M.K.,14.6,65
2021,2021-04-01,Velebit,Aquila chrysaetos,Suri orao,5,točkasta_metoda,I.H.,13.8,84
2021,2021-04-01,Velebit,Dendrocopos major,Veliki djetlić,12,točkasta_metoda,I.H.,16.1,62
2021,2021-04-01,Velebit,Dryocopus martius,Crna žuna,6,transekt,S.B.,15,71
2021,2021-04-01,Velebit,Parus major,Velika sjenica,28,točkasta_metoda,S.B.,16.3,53
2021,2021-04-03,Plitvice,Fringilla coelebs,Zeba,29,IPA,I.H.,14.1,67
2021,2021-04-03,Plitvice,Anas platyrhynchos,Divlja patka,23,točkasta_metoda,S.B.,19,81
2021,2021-04-03,Plitvice,Cyanistes caeruleus,Plavetna sjenica,17,transekt,S.B.,14.2,80
2021,2021-04-03,Plitvice,Corvus corax,Gavran,9,transekt,M.K.,12.9,61
2021,2021-04-03,Plitvice,Dendrocopos major,Veliki djetlić,11,IPA,I.H.,16.1,76
2021,2021-04-03,Plitvice,Alcedo atthis,Vodomar,6,IPA,M.K.,15.8,52
2021,2021-04-03,Plitvice,Parus major,Velika sjenica,32,transekt,M.K.,16.2,80
2021,2021-04-06,Velebit,Turdus merula,Kos,27,točkasta_metoda,A.P.,17.7,52
2021,2021-04-06,Velebit,Phoenicurus ochruros,Crvenrepka,7,točkasta_metoda,A.P.,18,52
2021,2021-04-06,Velebit,Dendrocopos major,Veliki djetlić,11,IPA,M.K.,19.8,61
2021,2021-04-06,Velebit,Cyanistes caeruleus,Plavetna sjenica,20,transekt,I.H.,16.9,60
2021,2021-04-06,Velebit,Fringilla coelebs,Zeba,35,točkasta_metoda,I.H.,18.5,57
2021,2021-04-06,Velebit,Strix Uralskaensis,Uralska sova,4,transekt,I.H.,19.5,74
2021,2021-04-14,Risnjak,Tetrao urogallus,Tetrijeb,5,IPA,A.P.,15.1,76
2021,2021-04-14,Risnjak,Fringilla coelebs,Zeba,26,točkasta_metoda,I.H.,16.8,84
2021,2021-04-14,Risnjak,Turdus merula,Kos,24,transekt,D.T.,18.5,52
2021,2021-04-14,Risnjak,Parus major,Velika sjenica,23,točkasta_metoda,S.B.,15.4,52
2021,2021-04-14,Risnjak,Buteo buteo,Škanjac,5,IPA,D.T.,13.8,56
2021,2021-04-14,Risnjak,Aquila chrysaetos,Suri orao,1,točkasta_metoda,I.H.,15.8,60
2021,2021-04-14,Risnjak,Cyanistes caeruleus,Plavetna sjenica,25,transekt,A.P.,17.4,60
2021,2021-04-14,Risnjak,Accipiter gentilis,Jastreb kokošar,1,IPA,D.T.,20.1,52
2021,2021-04-14,Risnjak,Picus viridis,Zelena žuna,6,transekt,D.T.,12.6,67
2021,2021-04-14,Risnjak,Erithacus rubecula,Crvendać,13,transekt,D.T.,14.9,70
2021,2021-04-16,Velebit,Fringilla coelebs,Zeba,34,točkasta_metoda,D.T.,18.7,61
2021,2021-04-16,Velebit,Picus viridis,Zelena žuna,4,transekt,D.T.,11.9,58
2021,2021-04-16,Velebit,Turdus merula,Kos,24,točkasta_metoda,D.T.,14.6,77
2021,2021-04-16,Velebit,Dendrocopos major,Veliki djetlić,13,točkasta_metoda,I.H.,14.9,55
2021,2021-04-16,Velebit,Accipiter gentilis,Jastreb kokošar,5,transekt,A.P.,20.4,61
2021,2021-04-16,Velebit,Phoenicurus ochruros,Crvenrepka,9,transekt,S.B.,17.6,73
2021,2021-04-16,Velebit,Sitta europaea,Brgljez,21,IPA,M.K.,15.9,83
2021,2021-04-16,Velebit,Erithacus rubecula,Crvendać,17,transekt,I.H.,17.5,57
2021,2021-04-16,Velebit,Aquila chrysaetos,Suri orao,1,točkasta_metoda,S.B.,20.1,55
2021,2021-04-17,Plitvice,Cyanistes caeruleus,Plavetna sjenica,24,točkasta_metoda,S.B.,19.7,63
2021,2021-04-17,Plitvice,Dendrocopos major,Veliki djetlić,7,transekt,A.P.,19.2,81
2021,2021-04-17,Plitvice,Picus viridis,Zelena žuna,4,IPA,S.B.,15.6,77
2021,2021-04-17,Plitvice,Turdus merula,Kos,22,transekt,A.P.,16.9,50
2021,2021-04-17,Plitvice,Fringilla coelebs,Zeba,32,IPA,I.H.,16.8,65
2021,2021-04-17,Plitvice,Erithacus rubecula,Crvendać,23,IPA,M.K.,9.6,68
2021,2021-04-17,Plitvice,Parus major,Velika sjenica,26,IPA,M.K.,19,65
2021,2021-04-17,Plitvice,Anas platyrhynchos,Divlja patka,28,IPA,S.B.,21.1,57
2021,2021-04-18,Risnjak,Sitta europaea,Brgljez,16,IPA,I.H.,16.9,70
2021,2021-04-18,Risnjak,Dryocopus martius,Crna žuna,10,točkasta_metoda,A.P.,21.1,67
2021,2021-04-18,Risnjak,Turdus merula,Kos,23,točkasta_metoda,M.K.,15.8,63
2021,2021-04-18,Risnjak,Tetrao urogallus,Tetrijeb,1,IPA,I.H.,14.5,57
2021,2021-04-18,Risnjak,Cyanistes caeruleus,Plavetna sjenica,32,IPA,M.K.,17,70
2021,2021-04-18,Risnjak,Accipiter gentilis,Jastreb kokošar,5,točkasta_metoda,M.K.,13.3,70
2021,2021-04-18,Risnjak,Parus major,Velika sjenica,21,transekt,M.K.,17.2,58
2021,2021-04-18,Risnjak,Fringilla coelebs,Zeba,26,transekt,M.K.,17.1,84
2021,2021-04-18,Risnjak,Buteo buteo,Škanjac,7,transekt,I.H.,15.4,69
2021,2021-04-18,Risnjak,Erithacus rubecula,Crvendać,12,IPA,D.T.,14,81
2021,2021-04-22,Plitvice,Picus viridis,Zelena žuna,3,IPA,I.H.,13.9,54
2021,2021-04-22,Plitvice,Erithacus rubecula,Crvendać,21,transekt,I.H.,17.6,54
2021,2021-04-22,Plitvice,Cyanistes caeruleus,Plavetna sjenica,22,točkasta_metoda,M.K.,20.3,75
2021,2021-04-22,Plitvice,Sitta europaea,Brgljez,11,točkasta_metoda,S.B.,11.6,85
2021,2021-04-22,Plitvice,Parus major,Velika sjenica,21,točkasta_metoda,S.B.,19.8,62
2021,2021-04-22,Plitvice,Fringilla coelebs,Zeba,31,IPA,A.P.,14.7,68
2021,2021-04-22,Plitvice,Turdus merula,Kos,29,transekt,D.T.,16.7,80
2021,2021-04-22,Plitvice,Alcedo atthis,Vodomar,3,točkasta_metoda,I.H.,16.1,64
2021,2021-04-22,Plitvice,Dendrocopos major,Veliki djetlić,7,transekt,D.T.,19,50
